Drug_name, Disease, Clinical_status
ImmStat,infection,1C62
ImmuDyn,infection,1C62
INCB3344,Arteriosclerosis,BD40
INGN-007,tumour/cancer,2A00-2F9Z
INGN-402,tumour/cancer,2A00-2F9Z
INXC-ICAM1,rejection,NE84
IPH-3102,tumour/cancer,2A00-2F9Z
IPH-3201,tumour/cancer,2A00-2F9Z
IPH-4201,cancer,2C10
IPL-423,Inflammation,1A00-CA43.1
Ipsapirone,disorder,6B00-6B0Z
Irindalone,Inflammation,1A00-CA43.1
ISIS 353512,disease,BA00-BE2Z
ISIS-1082,infection,1A24-1D9Z
ISIS-5320,infection,1C62
Isomazole,Asthma,CA23
Itazigrel,Thrombosis,DB61-GB90
JSM-10292,Pain,MG30-MG3Z
JTP-2724,Hypertension,BA00-BA04
JTP-4761,Hypertension,BA00-BA04
JTT-551,diabetes,5A11
JTT-608,complication,5A2Y
JTV-605,Dysmenorrhea,GA34.3
K-42,infection,1C62
KA-398,Asthma,CA23
KB-5246,infection,1A00-1C4Z
KB-5359,disorder,5C52.Z
KC-11404,Asthma,CA23
KC-11425,Asthma,CA23
KC-399,Alopecia,ED70
Ketolides,infection,1A00-1C4Z
KF-15570,Asthma,CA23
KF-15766,Allergy,4A80-4A85
KF-17625,Asthma,CA23
Ki-1769,Hypertension,BA00-BA04
Kifunensine,dystrophy,8C70
KIN-806,tumour/cancer,2A00-2F9Z
KNI-102,infection,1C62
KR-6346,ulcer,DA60.Z
KRG-3332,hypertension,9C61
KRH-2731,infection,1C62
KRI-1314,Hypertension,BA00-BA04
KRP-105,disorder,5C52.Z
KRP-297,Hyperlipidaemia,5C80
KSB-304,colitis,DD71
KSB-307,Osteoarthritis,FA00-FA05
KT-95,disease,DD72
KW-3433,Hypertension,BA00-BA04
KY-62,infection,1F54.0
KYN-54,tumour/cancer,2A00-2F9Z
L-158809,Hypertension,BA00-BA04
L-159689,Hypertension,BA00-BA04
L-163017,Hypertension,BA00-BA04
L-373890,Thrombosis,DB61-GB90
L-374,087,Thrombosis,DB61-GB90
L-648051,Asthma,CA23
L-670596,Asthma,CA23
L-689560,disorder,8A20-8A23
L-694247,Migraine,8A80
L-695256,infection,1A00-1C4Z
L-698532,disorder,6B60
L-698544,disease,8A20
L-701324,ischaemia,8B1Z
L-702958,arrhythmias,BC9Z
L-703014,Thrombosis,DB61-GB90
L-731735,tumour/cancer,2A00-2F9Z
L-733560,Aspergillosis,1F20
L-739749,tumour/cancer,2A00-2F9Z
L-741671,Vomiting,MD90
L-742728,infection,1A00-1C4Z
L-745337,Asthma,CA23
L-745631,tumour/cancer,2A00-2F9Z
L-748415,Osteoporosis,FB83.0
L-757464,hyperplasia,GA90
L-768277,Hyperthermia,MG26
L-786392,infection,1A00-1C4Z
LAG-078,disorder,5C52.Z
LAS-30538,Hyperinsulinemia,5A4Y
LAS-31180,failure,BD10-BD13
LB-10522,infection,1A00-1C4Z
LC-9018,tumour/cancer,2A00-2F9Z
LCP-3301,diabetes,5A10
Lecimibide,Hyperlipidaemia,5C80
Legionella pneumophila vaccine,infection,1C19
LEX-028,Inflammation,1A00-CA43.1
LF-13-0491c,Arteriosclerosis,BD40
LF-521,Pain,MG30-MG3Z
LF-7-0165c,Arteriosclerosis,BD40
LF-801,Asthma,CA23
LF-943,Ischemia,8B10-8B11
LF-984,Fibrosis,GA14-GC01
LG-2293,cancer,2C82.0
LJP-920,rejection,NE84
LK-410,tumour/cancer,2A00-2F9Z
LM-1376,Asthma,CA23
LN-020,tumour/cancer,2A00-2F9Z
LN-030,cancer,2C82.0
LN-040,leukaemia,2A60-2B33
Lorglumide,malfunction,DC30-DC3Z
LSI-518P,disease,BA00-BE2Z
LU-29252,disorder,6B00-6B0Z
Luzindole,disorder,7A00-7B2Z
LX-2932,diabetes,5A10
LXR-015-2,Ischemia,8B10-8B11
LXR-017,infarction,BA41-BA43
LY-210073,Asthma,CA23
LY-221068,Arthritis,FA20
LY-243062,Inflammation,1A00-CA43.1
LY-255283,Asthma,CA23
LY-274614,Dementia,6D80-6D86
LY288513,disorder,6B00-6B0Z
LY-290154,Asthma,CA23
LY-293284,disorder,6B00-6B0Z
LY294002,tumour/cancer,2A00-2F9Z
LY-307853,infection,1F29-1F2F
LY-353433,disease,DD72
LY-367385,disorder,6B60
LY467711,Migraine,8A80
LY467711,pain,8E43.0
LY525327,Migraine,8A80
LY525327,pain,8E43.0
LyphoDerm,healing,EL8Y
LZ-8,diabetes,5A10
M2 proton channel inhibitors,infection,1E30-1E32
M-216765,Hypertension,BA00-BA04
M-241247,ischaemia,8B1Z
M-40401,ischaemia,8B1Z
Maxy-10,diabetes,5A10
MB-300,cancer,2C60-2C65
MC-02306,infection,1A00-1C4Z
MC-02331,infection,1B74-1G40
MC-207252,infection,1B5Y
MCI-826,Asthma,CA23
Mdl 101,146,Inflammation,1A00-CA43.1
MDL-101002,ischaemia,8B1Z
MDL-201112,Colitis,1A40.Z
MDL-28133A,Thrombosis,DB61-GB90
MDL-28170,disease,8A20
MDL-29311,Arteriosclerosis,BD40
MDL-43291,Asthma,CA23
ME-1036,infection,1A00-1C4Z
ME-3221,Hypertension,BA00-BA04
MEDI-500,transplantation,QB63.6
MEDI-542,tumour/cancer,2A00-2F9Z
MEN-10207,Pain,MG30-MG3Z
MEN-10627,Asthma,CA23
MEN-10690,infection,1C62
MEN-10880,infection,1C62
MEN-10979,infection,1C62
MEN-11149,Asthma,CA23
MEN-11467,inflammation,CA07
Meningococcal CYW vaccine,infection,1C1C.0
Meningococcus B vaccine,infection,1C1C.0
METHYLTHIOADENOSINE,sclerosis,8A40
MF268,disease,8A20
MF-5137,infection,1B5Y
MF-8615,disease,8A20
MGBG,cancer,2D42
Micacocidin A,infection,1A00-1C4Z
Midaglizole,Asthma,CA23
Milacemide,disease,8A20
Miltirone,disorder,6B00-6B0Z
MINAMESTANE,cancer,2C94
Mitoflaxone,tumour/cancer,2A00-2F9Z
MIV-170,infection,1C62
MKC-1313,tumour/cancer,2A00-2F9Z
ML-03,disease,CA22
MLI-1018,media,AA80-AB0Z
MMS-255,sclerosis,8A40
MMV00/0053,Malaria,1F40-1F45
MNX-160,Cachexia,MG20
Modified BCG vaccine,infection,1B10-1B21
MOL-218,Asthma,CA23
MOL-2591,Thrombosis,DB61-GB90
MOR-102,vulgaris,EA90
MOXIFETIN HYDROGEN MALEATE,disorder,6A60-6E23
MPI-461359,infection,1C62
MPV-1743,Obesity,5B81
MRL-953,disease,4A01-4B41
MS-377,Schizophrenia,6A20
MSC-204,infection,1C62
MSI-469,disease,DA0C
Munumbicins,infection,1A00-1C4Z
MX2/120,Asthma,CA23
MX-6120,disease,BA41-BA42
MX-6162,cancer,2C60-2C65
MX-7065,tumour/cancer,2A00-2F9Z
MX-7091,tumour/cancer,2A00-2F9Z
MX-781,cancer,2C60-2C65
Mycoprex,infection,1F29-1F2F
Myomap,disease,BA00-BE2Z
N-3601,disease,BA41-BA42
Nacolomab tafenatox,cancer,2B91.Z
NALTIAZEM HYDROCHLORIDE,pectoris,BA40
Nasalflu Berna,infection,1E30-1E32
Navuridine,infection,1C62
NBI-37582,disorder,6B00-6B0Z
NBI-37582,Depression,6A70-6A7Z
NC-1006,arrhythmia,BC65
NCP-004,complication,5A2Y
NCX-4215,Hypertension,BA00-BA04
NCY-118,Sepsis,1G40-1G41
NE-033,disorder,6A20-6A25
NE-100,Schizophrenia,6A20
Nematode anticoagulant proteins,pectoris,BA40
Nerve growth factor,disease,8A20
NGD-91-1,disorder,6B00-6B0Z
NGD-93-1,disorder,6A20-6A25
NIK-616,disease,CA22
Nisin,infection,1G40
NK-109,tumour/cancer,2A00-2F9Z
NLC-002,Obesity,5B81
NMI-102,Inflammation,1A00-CA43.1
NMI-1182,Inflammation,1A00-CA43.1
NMI-150,Pain,MG30-MG3Z
NNC-09-0026,ischaemia,8B1Z
NNC-13-8119,disorder,6B00-6B0Z
NNC-14-0185,Epilepsy,8A60-8A68
NNC-14-0189,Epilepsy,8A60-8A68
NNC-22-0031,disorder,6A20-6A25
NNC-252504,diabetes,5A11
NNC-26-0762,deficiency,5A61.3
NNC-55-0118,diabetes,5A10
NNC-90-0270,disease,8A20
NO-antihypertensives,Hypertension,BA00-BA04
Non-Hodgkin lymphoma vaccine,lymphoma,2A86
Novovac-M1,Melanoma,2C30
NOX-151,ischaemia,8B1Z
NOX-200,arthritis,FA20
NP-7557,disease,8A20
NPC-16377,disorder,6A20-6A25
NPC-16570,Allergy,4A80-4A85
NPC-17731,Asthma,CA23
NPC-17923,arthritis,FA20
NPC-18166,disorder,6A20-6A25
NPI-1999,Thrombosis,DB61-GB90
NPS-1392,ischaemia,8B1Z
NPS-846,ischaemia,8B1Z
NR-LU-13,cancer,2B90.Z
NRP-388,Pain,MG30-MG3Z
NS-004,Hypertension,BA00-BA04
NS-1546,disorder,6A70.3
NS-1608,ischaemia,8B1Z
NS-1619,Asthma,CA23
NS-257,ischaemia,8B1Z
NS-2979,Pain,MG30-MG3Z
NS-377,disease,8A20
NS398,Endometriosis,GA10
NS-638,ischaemia,8B1Z
NS-649,disease,8A20
NS-696,Epilepsy,8A60-8A68
NSD-551,cancer,2A00
NSD-721,disorder,6B00-6B0Z
NSL-036,pain,8E43.0
NTE-122,Arteriosclerosis,BD40
NV-27,stenosis,BD52
NY-008,Hypertension,BA00-BA04
NZ-1002,disease,5C56.Z
OC104-26,tumour/cancer,2A00-2F9Z
OC42-92,tumour/cancer,2A00-2F9Z
Omapatrilat,Hypertension,BA00-BA04
Omniferon,tumour/cancer,2A00-2F9Z
ON-09300,tumour/cancer,2A00-2F9Z
ON-579,Asthma,CA23
Oncomer,tumour/cancer,2A00-2F9Z
ONO-8130,Pollakiuria,MF50.1
ONO-8711,Pain,MG30-MG3Z
ONO-8815Ly,Miscarriage,JA00.0
ONYX-411,tumour/cancer,2A00-2F9Z
OPHD-002,disease,DD72
OPT-88,Osteoarthritis,FA00-FA05
Oral insulin,diabetes,5A10
Org-10490,disorder,6A20-6A25
Org-20599,Anaesthesia,9A78.6
Org-20781,arrhythmia,BC65
Org-30035,disorder,6A20-6A25
Org-31433,Dementia,6D80-6D86
Org-34092,Thrombosis,DB61-GB90
Org-34116,disorder,6B00-6B0Z
Org-37684,disorder,6B00-6B0Z
Org-4094,diabetes,5A10
Org-6632,tumour/cancer,2A00-2F9Z
Org-9935,Asthma,CA23
OT-4003,Asthma,CA23
OtiVax,media,AA80-AB0Z
OX-23,Pain,MG30-MG3Z
OX-30,Pain,MG30-MG3Z
OX-641,Migraine,8A80
Oxamflatin,tumour/cancer,2A00-2F9Z
PA-1093,sclerosis,8A40
PA-2794,infection,1A00-1C4Z
PA-342,infection,1B10-1B21
Palinavir,infection,1C62
Papillomavirus vaccine,infection,1A9Y
Parkinsons disease cell therapy,disease,8A00.0
Patamostat,Hypotension,BA20-BA21
PBI-1101,Inflammation,1A00-CA43.1
PCNU,cancer,2A00
PD-0183812,Retinoblastoma,2D02.2
PD-0204318,Pain,MG30-MG3Z
PD-117596,infection,1A00-1C4Z
PD-132301-2,Arteriosclerosis,BD40
PD-146176,Arteriosclerosis,BD40
PD-153103,infection,1C62
PD-155080,Hypertension,BA00-BA04
PD-155392,infection,1A00-1C4Z
PD-158473,ischaemia,8B1Z
PD-159913,ischaemia,8B1Z
Pegorgotein,injury,NA00-NA0Z
Pepstatin,Malaria,1F40-1F45
PF-03882845,nephropathy,GB61.Z
PF-04620110,diabetes,5A11
PF-4194471,infection,1C62
PF-572778,disorder,6B00
PG-36,infection,1D82
PGCvax,Pneumonia,CA40
Phosphonate,leukaemia,2A60-2B33
Photodynamic immunotherapy,cancer,2C60-2C65
Photosensitizers,Arteriosclerosis,BD40
Physostigmine/scopolamine,dependence,6C4A.2
PI-083,tumour/cancer,2A00-2F9Z
PIC-060,Dermatitis,EA80-EA89
Pifithrin-alpha,Toxicity,N.A.
PIROXANTRONE,tumour/cancer,2A00-2F9Z
PJ-3505,tumour/cancer,2A00-2F9Z
PL2100,Stroke,8B20
PL-611,complication,5A2Y
Plasmodium falciparum LSA-NRC vaccine,Malaria,1F40-1F45
PLD-177,rhinitis,CA08.0
PLD-180,disease,8B60
PLR-15,ulcer,BD54
PLR-21,disorder,6E8Z
PLR-8,Asthma,CA23
PLR-9,infection,1A00-1C4Z
PNQX,ischaemia,8B1Z
PNU-109291,Migraine,8A80
PNU156804,transplantation,NE84
PNU-177864,Schizophrenia,6A20
PNU-282987,Schizophrenia,6A20
PNU-96391A,disorder,6C4Z
POL-443,Hypertension,BA00-BA04
PPRT-152,disorder,6A70.3
PPRT-321,hyperplasia,GA90
PPRT-550,syndrome,GA34.40
Pranidipine,pectoris,BA40
PRE-084,skin,EE40
Prinoxodan,failure,BD10-BD13
PRO-206,infection,1E51.1
Pro-erectile agents,dysfunction,HA01.1
Promegapoietin,transplantation,QB63.6
Prophylactic DNA vaccine,infection,1E51.0
Protosufloxacin,infection,1A00-1C4Z
PRS-639058,pain,8E43.0
PS-388023,disease,1F00.1Z
PS-519,injury,DB98.B
PSI-6130,infection,1E51.1
PSI-661,infection,1E51.1
PSN821,diabetes,5A11
PT-630,diabetes,5A11
PTX-007011,infection,1A00-1C4Z
PTX-008313,infection,1A00-1C4Z
PV-802,disease,DE2Z
PX-867,disease,BA00-BE2Z
PXS-2076,arthritis,FA20
QA-241,infection,1A00-1C4Z
QAP-642,rhinitis,CA08.0
QG-AGC1,tumour/cancer,2A00-2F9Z
QRS-5-005,Sepsis,1G40-1G41
Q-Vax,infection,1C33
QX-314,Pain,MG30-MG3Z
R zileuton,Asthma,CA23
R-102444,Pancreatitis,DC31-DC34
R-102557,infection,1F29-1F2F
R-1315,disease,8A20
R-1437,hyperplasia,GA90
R-1458,diabetes,5A11
R-1554,bladder,GC50.0
R-253,tumour/cancer,2A00-2F9Z
R348,vulgaris,EA90
R-56865,pectoris,BA40
R-59494,Ischemia,8B10-8B11
R-7025,infection,1E51.0
R-71762,infection,1C62
R-765,diabetes,5A11
RAAV vaccine,Melanoma,2C30
Ralitoline,Epilepsy,8A60-8A68
RAS-111,Sepsis,1G40-1G41
RDEA-427,infection,1C62
RDEA-640,infection,1C62
Recainam,arrhythmia,BC65
Recombinant house dust mite allergy desensitization injection,Allergy,4A80-4A85
Recombinant protein subunit vaccine (seasonal influenza),infection,1E30-1E32
RemeStim-CEA,tumour/cancer,2A00-2F9Z
REN-1053,disease,BA40-BA6Z
ReN-1820,Cystitis,GC00
ReN-1826,disease,8A04-8D87
REV-598,syndrome,5B10
RG-14893,Asthma,CA23
RG-83852,tumour/cancer,2A00-2F9Z
RG-8803,retinopathy,9B71.0
RGH-1756,Schizophrenia,6A20
RGH-2721,disorder,6A20-6A25
RHb1.1,Anemia,3A00-3A9Z
Rimcazole,Schizophrenia,6A20
RN-1005,Sarcoidosis,4B20.5
Ro 20-1724,Asthma,CA23
Ro 5-4864,infection,1B74-1G40
Ro-09-1227,infection,1A00-1C4Z
Ro-09-1428,infection,1A00-1C4Z
Ro-19-8022,disorder,6B00-6B0Z
Ro-23-7777,infection,1F29-1F2F
Ro-24-0238,Sepsis,1G40-1G41
Ro-24-1882,infection,1A00-1C4Z
Ro-24-7341,infection,1A00-1C4Z
Ro-24-8138,infection,1A00-1C4Z
Ro-25-0534,infection,1A00-1C4Z
Ro-25-0993,infection,1A00-1C4Z
Ro-25-1132,infection,1A00-1C4Z
Ro-25-2016,infection,1A00-1C4Z
Ro-25-4094,Inflammation,1A00-CA43.1
Ro-25-4835,infection,1A00-1C4Z
Ro-25-6833,infection,1A00-1C4Z
RO-25-6981,pain,MG30
Ro-31-4724,Arthritis,FA20
Ro-31-8830,Inflammation,1A00-CA43.1
RO-319790,arthritis,FA20
Ro-40-1641,impairment,6D71
Ro-44-3949,infection,1A00-1C4Z
Ro-46-2005,Hypertension,BA00-BA04
Ro-46-5934,disease,8A20
Ro-48-1220,infection,1A00-1C4Z
Ro-48-5545,infection,1A00-1C4Z
Ro-48-8391,infection,1A00-1C4Z
Ro-48-8724,infection,MG51
Rogletimide,cancer,2C60-2C65
Rovelizumab,disease,8B2Z
RP135,infection,1C62
RP-170,Carcinoma,2A00-2F9Z
RP-316,shock,MG40.1
RP-400C,infection,1C62
RP-54745,arthritis,FA20
RP-58802B,Asthma,CA23
RP-66055,infarction,8B11.5Z
RP-66153,Asthma,CA23
RP-66364,Inflammation,1A00-CA43.1
RP-66784,pectoris,BA40
RP-67580,Pain,MG30-MG3Z
RP-69698,Inflammation,1A00-CA43.1
RP-70676,Hyperlipidaemia,5C80
RP-73163,Arteriosclerosis,BD40
RPK-739,tumour/cancer,2A00-2F9Z
RPR 200765A,arthritis,FA20
RPR-101821,Arteriosclerosis,BD40
RS 86,disease,8A20
RS-2135,arrhythmia,BC65
RS-66252,disease,8A20
RS-93522,Hypertension,BA00-BA04
RTI-113,addiction,6C45.2
RU-33965,disease,8A20
RU-46556,cancer,2C76
RU-59863,infection,1A00-1C4Z
Ruthenium complexes,diabetes,5A10
RWJ-22108,Allergy,4A80-4A85
RWJ-25730,disorder,6A20-6A25
RWJ-37868,Epilepsy,8A60-8A68
RWJ-46458,Hypertension,BA00-BA04
RWJ-49815,disorder,6B82
RWJ-49815,infection,1F29-1F2F
RWJ-49815,Obesity,5B81
RWJ-58259,stenosis,BD52
RWJ-63556,Arthritis,FA20
RX-465,Sarcoma,2A60-2C35
S-12340,Arteriosclerosis,BD40
S-1286,tumour/cancer,2A00-2F9Z
S-1389,arrhythmia,BC65
S-14080,Inflammation,1A00-CA43.1
S-14506,disorder,6B00-6B0Z
S-16276-1,arthritis,FA20
S-18616,Pain,MG30-MG3Z
S-20928,disorder,7A00-7B2Z
S-33516,Arthritis,FA20
S-34109,infection,1B5Y
Sameridine,Pain,MG30-MG3Z
SAN-18,arthritis,FA20
SAN-61,disease,8A20
Saviprazole,ulcer,DA61
SB-206284A,ischaemia,8B1Z
SB-206343,infection,1C62
SB-208651,Thrombosis,DB61-GB90
SB-209247,vulgaris,EA90
SB-219825,Pain,MG30-MG3Z
SB-219994,complication,5A2Y
SB220025,Arthritis,FA20
SB-236049,infection,1A00-1C4Z
SB-237376,Arrhythmia,BC9Z
SB-269970,disorder,7A00-7B2Z
SB-277011,Schizophrenia,6A20
SB-282241,Inflammation,1A00-CA43.1
SBP-002,Melanoma,2C30
SC-102,tumour/cancer,2A00-2F9Z
SC-108,disease,BA00-BE2Z
SC-112,dependence,6C40.2
SC-114,diabetes,5A10
SC-236,tumour/cancer,2A00-2F9Z
SC-241,disorder,6B00-6B0Z
SC-49992,thrombosis,DB61-DD30
SC-51316,Hypertension,BA00-BA04
SC-52150,Vomiting,MD90
SC-53116,disorder,DA21
SC-53228,Asthma,CA23
SC-56525,Hypertension,BA00-BA04
SCH 50911,seizure,8A68.2
Sch-207758,tumour/cancer,2A00-2F9Z
Sch-40120,Pruritus,EC90
Sch-40338,Allergy,4A80-4A85
Sch-45752,Asthma,CA23
Sch-49209,tumour/cancer,2A00-2F9Z
Sch-49210,tumour/cancer,2A00-2F9Z
Sch-57790,disease,8A20
SCR-44001,tumour/cancer,2A00-2F9Z
SDZ-224-015,arthritis,FA20
SDZ-249482,Pain,MG30-MG3Z
SDZ-267-489,Arteriosclerosis,BD40
SDZ-280-446,tumour/cancer,2A00-2F9Z
SDZ-280-636,infection,1F29-1F2F
SDZ-62-826,tumour/cancer,2A00-2F9Z
SDZ-87-469,disease,BA80
SDZ-89-104,transplantation,QB63.6
SDZ-GLI-328,disease,8E02
SDZ-ICM-567,disorder,6B00-6B0Z
SDZ-ISQ-844,Asthma,CA23
SDZ-MTH-958,stenosis,BD52
SDZ-PGU-693,diabetes,5A11
SDZ-PSD-958,disorder,6E8Z
SDZ-SER-082,disorder,6B60
Sebriplatin,tumour/cancer,2A00-2F9Z
Second-generation cannabinoids,diabetes,5A10
Second-generation leptin,Obesity,5B81
Selenotifen,Asthma,CA23
SEP-227900,impairment,6D71
Seprilose,Arthritis,FA20
Seridopidine,disorder,6B60
SIB-1508Y,disease,8A00.0
Sibopirdine,disease,8A20
Siderophore-conjugated monocarbams,infection,1A00-1C4Z
Siguazodan,Allergy,4A80-4A85
SIM-6080,pectoris,BA40
Sipoglitazar,complication,5A2Y
Siratiazem,pectoris,BA40
SK&F-104662,infection,1A00-1C4Z
SK&F-95601,ulcer,DA61
SK-951,disease,DE2Z
SKF 38393,diabetes,5A11
SKF-104351,arthritis,FA20
SKF-105685,diabetes,5A10
SKF-106610,diabetes,5A10
SKF-106760,Thrombosis,DB61-GB90
SKF-81297,disease,8A00.0
SKF-96231,Asthma,CA23
SKF-96365,pectoris,BA40
SKI-2034R,tumour/cancer,2A00-2F9Z
SL-18.1616,Insomnia,7A00-7A0Z
SL-91.0893,hyperplasia,GA90
SL-910102,Hypertension,BA00-BA04
SLV-307,disease,8A00.0
SLV-322,arrhythmia,BC65
SM 11044,Asthma,CA23
SM-16,Fibrosis,GA14-GC01
SM-19712,Hypertension,BA00-BA04
SNAP-5089,arrhythmia,BC65
SNX-024,Obesity,5B81
Sonepiprazole,Schizophrenia,6A20
Sorbinil,cataract,9B10.21
SORETOLIDE,Convulsion,8A68.Z
SPD-452,Epilepsy,8A60-8A68
SPD-453,Epilepsy,8A60-8A68
SPD-474,disease,8A00.0
SPD-703,media,AA80-AB0Z
SPD-704,infection,1C1C.0
SPD-756,infection,1C62
SPM-3672,pectoris,BA40
SPM-5185,pectoris,BA40
Sporeamicins,infection,1A00-1C4Z
SPPI-339,disorder,6A05.Z
SPR-210,complication,5A2Y
SPV-30,syndrome,8E49
SQ-28603,Hypertension,BA00-BA04
SQ-33351,Hypertension,BA00-BA04
SQ-33600,Hyperlipidaemia,5C80
SQ-33800,Hypertension,BA00-BA04
SQ-33961,Thrombosis,DB61-GB90
Squalestatin 1,Arteriosclerosis,BD40
SR 120819A,disorder,6B82
SR-11237,tumour/cancer,2A00-2F9Z
SR-11335,infection,1C62
SR12813,Arteriosclerosis,BD40
SR-2566,Eczema,EA80-EA89
SR-26831,arthritis,FA20
SR-27950,disorder,6B82
SR-31742A,Schizophrenia,6A20
SR-58878,syndrome,DD91.0
SR-58894A,disease,DE2Z
SR-80027A,Thrombosis,DB61-GB90
SRI-3072,infection,1B10-1B21
SRSC-355,pain,8E43.0
SRSC-371,Epilepsy,8A60-8A68
SRSS-016,Pain,MG30-MG3Z
SRSS-021,Vomiting,MD90
SRSS-023,Migraine,8A80
SSR-69071,disease,CA22
ST-570,Inflammation,1A00-CA43.1
Steroid hormone conjugates,Cachexia,MG20
Streptococcus pneumoniae vaccine, Cytovax,infection,1B53
Streptococcus vaccines,infection,1B53
SU5614,inflammation,CA05
SU-740,ulcer,DA60.Z
Sulotroban,Asthma,CA23
SUN-11031,cachexia,6B80
SUN-E3001,Osteoporosis,FB83.0
SWT-02.100,healing,EL8Y
SYN-1134,fibrosis,CA25
SYN-987,infection,1A00-1C4Z
T-686,Arteriosclerosis,BD40
TA-993,Arteriosclerosis,BD40
TAK-225,Asthma,CA23
TAK-779,rejection,NE84
TAN-1496,tumour/cancer,2A00-2F9Z
TAN-1518A,Carcinoma,2A00-2F9Z
TAN-950A,infection,1F29-1F2F
TAR-1,tumour/cancer,2A00-2F9Z
TBC-395,disease,BA00-BE2Z
TCV-295,Hypertension,BA00-BA04
TEI-6522,Arteriosclerosis,BD40
TEI-9874,Allergy,4A80-4A85
Tenecrin,Sepsis,1G40-1G41
Tenilsetam,disease,8A20
TER-16998,complication,5A2Y
TERIKALANT,arrhythmias,BC9Z
TES-23-NCS,tumour/cancer,2A00-2F9Z
Tetanus vaccine,infection,1A04
TH-0318,complication,5A2Y
TH-9229,injury,ND56.Z
Theradigm-HIV,infection,1A24-1D9Z
THF carbapenems,infection,1B74-1G40
Thiomarinols,infection,1A00-1C4Z
Thioperamide,impairment,6D71
TIAPAFANT,Sepsis,1G40-1G41
Tipredane,Allergy,4A80-4A85
TJ-127,Allergy,4A80-4A85
TJN-220,Hypertension,BA00-BA04
TJN-505,arrhythmia,BC65
TJN-598,Glomerulonephritis,5D00.Y
TLC-C-53,syndrome,CB00
TM-31,arthritis,FA20
TNFQb therapeutic vaccines,disease,DD70
TO-195,Nephritis,GB40
Tolerimab (anti-CD80/CD86),rejection,NE84
Tomelukast,Asthma,CA23
Torbafylline,disease,BD4Z
TP-20,ischaemia,8B1Z
TPI-273,tumour/cancer,2A00-2F9Z
Tridegin,Thrombosis,DB61-GB90
Trifenagrel,Inflammation,1A00-CA43.1
TRK-710,tumour/cancer,2A00-2F9Z
Troponin-I,disease,1F00.1Z
TSK-204,diabetes,5A10
TULOPAFANT,arrhythmias,BC9Z
Tuvirumab,infection,1E51.0
Tyloxapol,fibrosis,CA25
TZ-93,tumour/cancer,2A00-2F9Z
U-54494A,Epilepsy,8A60-8A68
U-75875,infection,1C62
U-78517F,Asthma,CA23
U-80816,Amnesia,MB21.1
U-90042,disorder,6B00-6B0Z
U-97456,infection,1A00-1C4Z
UC-38,infection,1C62
UC-84,infection,1C62
UCL-1390,disorder,6B82
UCL-1390,Epilepsy,8A60-8A68
UCL-1390,Pain,MG30-MG3Z
UD-CG-212,failure,BD10-BD13
UK-290795,incontinence,MF50.2
UK-51656,disease,BA00-BE2Z
UK-78282,Inflammation,1A00-CA43.1
UP-116-77,Thrombosis,DB61-GB90
UP-275-22,Hypertension,BA00-BA04
UR-12460,Thrombosis,DB61-GB90
UR-8225,Asthma,CA23
UR-8308,Asthma,CA23
UR-8328,Asthma,CA23
UR-9650,infection,1F29-1F2F
UR-9660,infection,1F29-1F2F
V-3526,infection,1C83-1C84
VA-045,ischaemia,8B1Z
Vaccine, prostate tumor,cancer,2C82.0
Vaccine, Shigella flexneri,infection,1A02
Vaccine, Streptococcus pneumoniae,infection,1B53
Vapaliximab,Inflammation,1A00-CA43.1
Vapiprost,disease,BA00-BE2Z
VB2-011,tumour/cancer,2A00-2F9Z
VE-16084,arthritis,FA20
VG-106,tumour/cancer,2A00-2F9Z
Viperfav,intoxication,NE6Z
Vitronectin antagonists,Osteoporosis,FB83.0
VR-147,Migraine,8A80
VT-1,cancer,2C60-2C65
VUF-8929,failure,BD10-BD13
VZ-564,Asthma,CA23
WAY-100635,disorder,6B82
WAY-121898,Arteriosclerosis,BD40
WAY-123223,arrhythmia,BC65
WAY-126227,Hypertension,BA00-BA04
WEB-2347,Allergy,4A80-4A85
West Nile virus vaccine,infection,1D46
WF-2421,complication,5A2Y
WIN-63759,Emphysema,CA21
WIN-64821,Asthma,CA23
Withaferin A,Melanoma,2C30
Wortmannin,malignancy,2B33.Y
WS-75624B,disease,BA00-BE2Z
WY-28342,arthritis,FA20
WY-48989,arthritis,FA20
XB-513,failure,BD10-BD13
XE-9,rejection,NE84
XL-541,tumour/cancer,2A00-2F9Z
XR-12890,Asthma,CA23
XR-1853,Thrombosis,DB61-GB90
XR-3005,cancer,2B91.Z
XR-3054,tumour/cancer,2A00-2F9Z
XR-368,disorder,6B00-6B0Z
XR-5082,Thrombosis,DB61-GB90
XR-510,Hypertension,BA00-BA04
XR-5118,tumour/cancer,2A00-2F9Z
Y-20024,disorder,6A20-6A25
Y-931,Schizophrenia,6A20
Yersinia pestis vaccine,infection,1B93
YM-022,disease,DE2Z
YM-099,Hypertension,BA00-BA04
YM-26734,arthritis,FA20
YM-43611,disorder,6A20-6A25
YP-004,tumour/cancer,2A00-2F9Z
YP-008,vulgaris,EA90
YP-009,tumour/cancer,2A00-2F9Z
Z-4105,disease,8A20
Z-6568,Hypertension,BA00-BA04
ZARDAVERINE,disease,CA22
Zatebradine,pectoris,BA40
ZD-3638,Schizophrenia,6A20
ZD-3980,hyperplasia,GA90
ZD-4190,tumour/cancer,2A00-2F9Z
