gene_name,drug_claim_name
AR,LAUROCAPRAM
TSHR,CILOSTAZOL
,Lanthanum carbonate
TOP2A,DB05022
CDK2,DB08138
NEK7,249565885
IRAK4,SP-600125
GRIA1,CHEMBL1276138
BLK,Pyrazolo[4
TNF,DB05879
,PMID26651364-Compound-111
MAPK1,sorafenib
GABRA6,CHEMBL1200790
PPARD,GOSSYPOL
C8B,DB01593
DYRK1B,PMID28766366-Compound-Scheme9EHT9851
HSPA5,DB00025
PIK3R2,CHEMBL592445
ATRX,TEMOZOLOMIDE
GFER,GNF-PF-52
SERPINA1,Glassia
BRAF,LGX818
S1PR2,TCMDC-125544
GABRA4,CHEMBL30219
CACNA1F,CHEMBL593430
NOS2,SD-6010
NPC1,ILEPCIMIDE
ABCC1,PROBENECID
NR3C1,CHEMBL1201173
KDM4E,SB-206553
PRKCA,CHEMBL608533
MAPK14,BMS-582949
SCN11A,CHEMBL944
NR1H3,GW3965
BDNF,TETRAHYDROCANNABINOL
VDR,1
GABRA5,CHEMBL3707317
PDGFRA,CHEMBL1567
PIK3CA,Dasatinib
HDAC2,VALPROIC ACID
DAO,DB04166
SSTR4,DG3173
ATXN2,DNDI1417941
PARP1,DB07330
TRPV1,CHEMBL294199
POLA1,CHEMBL803
HPGD,ALTANSERIN
AURKA,CHEMBL1908397
P2RY14,135651588
HTR2A,citalopram
CYP3A4,RILMENIDINE HEMIFUMARATE
PAK4,DOVITINIB
CYP26A1,TALAROZOLE
VEGFA,ABI-011
KDM4E,FLAVANONE
ERBB2,VACCINE ADJUVANT
KRAS,Palbociclib
CYP3A4,8
POLI,ROTTLERIN
,PMID27841036-Compound-XI
GFER,MEPAZINE ACETATE
PPP1R13L,Platinum compounds
TACR1,HOMSPERA
,Milnacipran
TYRO3,249565927
IL2RA,BASILIXIMAB
EYA2,SOLYPERTINE TARTRATE
POLH,QUERCETIN DIHYDRATE
APOBEC3G,NSC-158389
DRD2,DB05687
LDLR,atenolol
MET,363894135
RAB9A,TCMDC-124354
CYP2C19,SILVER SULFADIAZINE
PRKCD,RG-1530
ATP1A1,DB06157
ALOX15B,ETHOPROPAZINE HYDROCHLORIDE
NR3C1,CHEMBL1200908
NR1H4,T091317
RECQL,WEDELOLACTONE
HRH2,310264764
GABRG1,CHEMBL1522
NR3C1,CHEMBL389621
GALR3,135651754
F13B,DB14487
CDK2,DB08241
HTR5A,ASENAPINE
GALR2,135651754
PDE2A,DB08811
GLP1R,MITONAFIDE
,Pyridine-2
NFE2L2,STROPHANTHIDIN
NRG1,COLCHICINE
KDM4A,LEVODOPA
NBEA,metformin
,CMV glycoprotein B subunit vaccine
G6PD,moxifloxacin
GRIA3,DB04982
AR,CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE
PRSS1,DB04301
SCN1A,oxcarbazepine
TMEM173,ADU-S100
KLC1,irinotecan
HPGD,TCMDC-123528
KDM4A,DNDI1417623
SLC15A1,178101217
PARP1,4-Carboxamido-isoindolinone derivative 1
ACACB,DB03781
CLK1,249565735
MAPK9,363894130
C1S,MBL
,MK-3415A
GABRE,CHEMBL451
,Rycals
UGT1A4,lamotrigine
CYP2D6,formoterol
GMNN,PD-169316
KDM4A,5-METHOXYTRYPTAMINE
GLRA3,135651250
PARP1,DB03072
KRAS,LEUCOVORIN
MYO1H,lithium
PTGES3,GEDUNIN
ROCK1,PMID28048944-Compound-20
HTR2C,M100907
TOP2A,DIPHYLLIN
S1PR1,135651563
HDAC6,PMID28092474-Compound-33m
ESR1,Ospemifene
CSF2,CETIRIZINE
FLT3,315661180
GMNN,DNDI1417156
ADRA2C,AGN-XX/YY
STAT1,10-METHOXYLRUTAECARPINE
EHMT2,SJ000112483
NFKB2,2-(3'
TUBA1C,CHEMBL428647
BRCA2,olaparib
DRD2,135651274
SMN1,PHENAMIL
ADRA1B,CHEMBL2062262
GABRA3,CLONAZEPAM
KRAS,Camptothecin
ESR1,anastrozole
HSD17B10,SALICYLAMIDE
POLI,GNF-PF-67
CYP2C9,ANIRACETAM
TP53,VANOXERINE
CCR3,135651656
PIK3CA,BAY80-6946
KDM4E,4-HYDROXYESTRADIOL
AVPR1A,135650953
NTRK2,JNJ-7706621
ADRA2A,CHEMBL1200560
SLC6A14,178101406
CFD,DB03058
NR1H4,PMID29649907-Compound-10
CYP1A2,L-162313
CYP2E1,BENZODIAZEPINE
DNMT1,5-AZACYTIDINE
BCL2,5-AMINOLAEVULINIC ACID
ADRA1A,methoxamine
KCNJ11,CHEMBL783
FLT1,CHEMBL1980391
POLK,STALLIMYCIN
,DB00851
CYP2D6,NSC-309895
EHMT2,CHLOROQUINE
USP1,NORSTICTIC ACID
NPSR1,TCMDC-123808
,EP-2101
FGFR1,BGJ398
FLT1,LENVATINIB
SLCO1B1,epirubicin
KDM4A,CEFACLOR
LGALS8,LACTOSE
FGF18,AS-902330
JAK2,ILORASERTIB
,Superoxide dismutase
CHRM1,ACECLIDINE
HTR1A,DB08807
FEN1,BIX-01294
KCNA2,DB06637
NR3C1,Prednisone
STAB2,DB08818
RPS6KB1,PMID27410995-Compound-Figure3c
POLK,QUERCETIN DIHYDRATE
MAPK3,QUERCETIN
SCN8A,135652724
ERBB3,Recombinant human Erbb3 fragment therapeutic tumor vaccine
NR0B1,HISPIDULIN
EZH2,PMID28394193-Compound-24
CYP2D6,bepridil
FLT3,CHEMBL3545332
PLAUR,MCP-2
PDGFRA,249565855
MAOB,PMID25399762-Compound-Table 6-14
SRC,GW459057A
HIPK4,ILORASERTIB
,RGN-259 eye drops
AR,MIDAZOLAM HYDROCHLORIDE
POLA1,CHEMBL1750
PRL,ANTI-PROGESTIN
KCNK2,53801075
ALB,DB13967
MT-RNR1,aminoglycoside antibacterials
CHRM2,135650027
CYP7A1,atorvastatin
CD34,QUERCETIN
MAPK11,KC706
NR3C2,CHEMBL1428
TSHR,D-64131
DRD2,DB00805
,GSK-2251052
,VX-222
IL15,GLUCOCORTICOID
HTR2A,135650621
PSMB7,BORTEZOMIB
THPO,PERPHENAZINE
ERBB2,178102588
PRKAA1,DB12010
BCHE,Mivacurium
XK,NPC-1C
NOS2,KLH
SLC6A3,Dasotraline
TUBB2A,AEZS-112
ADRB2,DB11124
THPO,SALMETEROL XINAFOATE
ADRA2C,DB00484
CDK9,N-(pyridin-2-yl)pyridine methylsulfone derivative 1
PIM2,328083470
HSD17B10,BENZOTHIAZYL DISULFIDE
SERPINC1,DB06271
PDGFRB,223366147
CASR,Parathyroid Hormone
GNRHR,CHEMBL2103735
VDR,KOPARIN
CXCL8,RIBAVIRIN
L3MBTL1,PURPUROGALLIN
RAB9A,DNDI1417195
AR,DEFLAZACORT
PDE4B,OX914
CES1,capecitabine
ROCK1,TCMDC-125758
HTR1A,DB13025
NRAS,Gefitinib
CXCL8,CHEMBL2109616
NRXN1,duloxetine
INS,PC-DAC:Insulin
RET,cabozantinib
HFE,adalimumab
PDE3A,CHEMBL1200759
FLT3,348353671
STK11,Everolimus
FEN1,AG-808
CHRM4,135652698
PDE4A,CHEMBL1752
SLC12A3,torasemide
,Ciclopirox
HDAC10,CUDC-101
PARP2,CHEMBL1173055
SENP8,DIHYDROXANTHOHUMOL
TNF,DB05412
NR3C1,CHEMBL271220
CYP2B6,HGF
PVALB,DB01942
CYP3A4,3'
CXXC4,Platinum compounds
AR,NAFOXIDINE
HTR1D,135650182
CHRM1,135652304
ABHD6,ORLISTAT
CXCR4,135650432
ADORA2A,CHEMBL190
SERPINA6,BECLOMETHASONE
PROCR,DB04327
FPR1,178102455
HTR2B,DB05607
CHRM3,DB00725
PPARD,ASCORBYL PALMITATE
GHSR,135652569
SMN1,DNDI1417548
CAMK2G,HALOPERIDOL
AFP,N-METHYL-N-NITROSOUREA
,ASP-3026
GNRHR,135652510
MAPT,CEAROIN
DYRK1A,PMID28766366-Compound-Scheme7WO2012/098070upper
PPARG,DB00573
ESR2,DB02757
GGPS1,135650018
HDAC7,VALPROIC ACID
PIK3C3,PF-4691502
MAP4K5,VANDETANIB
GCGR,ZP2929
ATP1A1,DB01396
TP53,LB-100
HTR2C,135651279
CACNG7,CHEMBL2103836
SERPINB5,DB04530
HPR,DB09130
CD44,DB06550
CD86,178103473
APEX1,KOPARIN
POLI,GNF-PF-5510
PTGDR2,DB00770
MAPT,TCMDC-124544
TP53,QUINOLIN-6-YLAMINE
CTDSP1,N-(4-CARBOXYMETHENE)PHENYLPYRROLE
CD19,AUTO3
HSPA5,DB09130
GGPS1,135649686
F13B,NN1841
PTGS1,DICLOFENAC
EYS,hmg coa reductase inhibitors
TACR1,VOFOPITANT HYDROCHLORIDE
CHRM1,BETHANECHOL
DRD3,CHEMBL2103832
EHMT2,HELENALIN
PPARG,TESAGLITAZAR
NPC1,3
IDH1,AZATHIOPRINE
TRPV1,ISOPROPYL ISOTHIOCYANATE
KCNJ4,135651553
GABRG3,CHEMBL3707317
CYP2C19,OLEOYL DOPAMINE
F13B,NN8717
PIK3CA,249565646
NPM1,TAE684
AVPR2,135652273
VIPR2,135652399
RARA,tretinoin
TNK2,AG-1879
ABCC2,CEPHALEXIN
C1S,ANTITHROMBIN
HPGDS,DB08790
PKMYT1,DB12010
DRD1,DB00734
PDGFRB,CHEMBL3545088
EHMT2,DEPHOSTATIN
ADRA1A,Dutasteride + tamsulosin
F2,DB06404
PARP1,AZD 2281
HSPD1,DB09130
CYSLTR1,Claritin/Singulair
HTR4,CHEMBL2087337
SULT2B1,idarubicin
USP1,ALAZANINE
ABCB1,10-DEACETOXYPACLITAXEL
SCN5A,LIDOCAINE
GHSR,GTP-200
TBXA2R,135650038
HSP90AA1,DB07594
CYP3A4,4'-HYDROXY-FLAVANONE
TLR9,ALEXIDINE HYDROCHLORIDE
USP1,EPIRUBICIN HYDROCHLORIDE
ATM,KU-60019
PARP1,OLAPARIB
CASP2,N-DECYLBUTYRAMIDE
BCL2,OBLIMERSEN
MAPT,TCMDC-124518
MCHR1,135651224
,Pyridyl compound 1
PIK3CG,363894210
,MD-0727
ATM,Veliparib
CDK5,249565856
HTR1D,135651064
CYP2C8,atorvastatin
NT5E,TINIDAZOLE
TSPO,Imidazo[1
CYP3A4,DOXORUBICIN HYDROCHLORIDE
CAPN2,Carboxamide derivative 5
EHMT2,METAPHIT METHANESULFONATE
MAPT,EMBELIN
,Mupirocin
HTR6,BVT-74316
CCR3,135651708
SLK,ILORASERTIB
CHRM4,135650349
BDNF,DDI
GRM2,N-substituted pyrazole derivative 2
LAMB1,DB06245
KRAS,PALBOCICLIB
MELK,MLN-8054
CYP3A4,benzphetamine
TEAD1,DEXAMETHASONE
HRH1,PROMAZINE
ERBB2,EKI-285
IMPA1,DB14509
,Clevidipine butyrate
,ISIS-FGFR4
HCAR2,135649889
MAPT,SB-408124
CYP2C19,AY-9944
ALPL,TERPYRIDINE
,POLY IC
KDM4A,ELLAGIC ACID
NTRK1,178102316
XPNPEP3,CHEMBL2103847
JAK3,340590249
EGFR,385612216
GPR35,DB00695
ACVR1,ALSTERPAULLONE
HMGB1,SALT
TUBB2A,CHEMBL492399
CYP2C19,(-)-U-50488
ADRA1D,135650115
HDAC3,TACEDINALINE
PLK3,TAMATINIB
AURKC,BI847325
AASS,DB02338
ADRB1,DB00938
EPHB4,DB07256
AR,MDV3100
CA2,DB04763
CYP2C9,MESO-HEXESTROL
NR3C1,348353674
AURKB,DB07340
GSK3B,TDZD-8
PAK4,PALBOCICLIB
SCN5A,HEXYLCAINE
ADRB2,GW642444
GPR4,381744888
CYP1A2,6-O-BENZYLGUANINE
RRM2,CO-101
SCN8A,CHEMBL1200606
PDE3A,DB00277
TSPO,BAY-85-8102
,FASORACETAM
IFNG,AMITRIPTYLINE
IMPDH1,Mizoribine
PIK3CG,PX-866
SCN4A,CHEMBL3545207
YES1,AG-014361
ADRB2,135650529
,Biaryl mannoside derivative 25
,PMID25468267-Compound-53
LYN,310264693
OPRK1,135650145
CYP2D6,CLORGILINE
HDAC10,CRA-024781
OPRK1,135652714
GABRA1,DB01559
TSPO,Benzothiazepine analog 4
F2,DB07660
HSP90AB1,GNF-PF-67
TUBB3,CHEMBL1096380
KRAS,P7170
ROCK1,CHEMBL3544960
PIK3CB,FLAVOPIRIDOL
KMT2A,CONGO RED
HEBP1,3-phenyl propanoic derivative 1
PLA2G2E,DB02636
COMT,Entacapone+levodopa+carbidopa
RECQL,CHRYSOPHANOL
ERBB2,TAK-285
CHRM3,135649939
TRPV1,PMID25666693-Compound-122
DRD2,DB01623
CLCNKA,activator
BRD4,AZD5153
PIK3CA,TRAIL
HTR2A,THIORIDAZINE
CHRM4,135651331
BRSK1,249565895
MAPK1,ALSTERPAULLONE
SCN9A,374883867
CASR,Cinacalcet
WRN,TCMDC-123912
GHSR,Ibutamoren
DRD1,KETOTIFEN
CYP11B1,Metyrapone
CYP46A1,PMID25514969-Compound-10
HIF1A,NICLOSAMIDE
GRM4,178102849
PPARG,EFATUTAZONE
GABRP,LORAZEPAM
PPARG,3-phenyl acrylic acid derivative 1
HRH1,DB00341
EGFR,310264693
MTR,benazepril
MDM2,GAMBOGIC ACID
MPL,DB06210
KCNH2,haloperidol
CYP1A2,PROTOPORPHYRIN
EHMT2,TCMDC-124316
CYP2C19,GUANFACINE
SLC6A3,inhibitor
SSTR2,135652528
FOLH1,PSMA-VRP
GABRG1,TRIAZOLAM
NR1I3,DB08604
HSP90AA1,NSC-228155
TEP1,V934/V935
NFE2L2,STANOZOLOL
RORC,COLCHICINE
JUN,CLOFIBRATE
ADRA1B,DB01162
CYP2C9,CLOBENPROPIT
APOA4,DB09130
FGF2,PHENYLEPHRINE
HSD11B1,DB07049
XIAP,PMID25980951-Compound-3
MAP2K5,249565744
,PMID29865878-Compound-55
NFE2L2,CHRYSOPHANOL
CHRNA9,135652718
PRKCQ,681640
VDR,RITONAVIR
DUSP3,MESO-2
FMO3,olanzapine
HTR1A,135650546
IDO1,
NFE2L2,THIOINOSINE
KDR,249565576
NGF,SAR164877
GPR35,NIFLUMIC ACID
RET,GENISTEIN
,Nexopamil
HTR4,DB06480
HDAC6,CHEMBL408513
BRSK1,SOTRASTAURIN
LRRK2,Pyrrolo-pyridazine derivative 1
HDAC1,ROMIDEPSIN
MPHOSPH8,NIFEDIPINE
FCGRT,354702273
,Spinosad
MAPT,TYRPHOSTIN 51
NPY2R,135651843
NTRK3,CHEMBL3545381
TP53,N/A
AR,DI-TERT-BUTYLHYDROQUINONE
KIR2DL2,mab 1-7F9
YES1,UNC10112764A
CA1,DB01194
GRIN2A,DB00142
NFKB1,(R
MME,DB00886
GABRG1,CHLORDIAZEPOXIDE
EGFR,DB11731
,S-364735
MAPK9,CARDAMOMIN
SERPIND1,DB00407
FGF2,inducer
RARG,ADAPALENE
MTNR1B,135649846
YES1,SB-239272
GABRG1,HALAZEPAM
RARA,ISOTRETINOIN
ABCC2,cyclophosphamide
TUBA3D,NSC-753582
GRM5,Pyrrolidine derivative 2
VWF,PTK INHIBITORS
FLT1,178102299
NFE2L2,PELUBIPROFEN
GABRG3,Remimazolam
AR,TRICHLOROMONOFLUOROMETHANE
KCNA3,135652678
,BMN-673
CYP3A4,GF-109203
GABRE,CLONAZEPAM
GMNN,WIN-62577
ADRB2,CHEMBL2303638
,Vatelizumab
BLK,NINTEDANIB
PTGS2,diclofenac sodium patch
GMNN,SJ000067611
TP53,CADMIUM ACETATE
AR,NONIVAMIDE
CASP7,docetaxel
DRD2,APLINDORE
NF2,CISPLATIN
PTGS1,MESALAMINE
CLCNKB,178100927
PTPRB,252827444
GRM8,135650510
RAD52,METHYLBENZETHONIUM CHLORIDE
CYP1A2,5-METHOXYTRYPTAMINE
TUBB3,CHEMBL492399
ESRRB,135649823
YES1,TOFACITINIB
HAPLN3,DB08818
ROCK2,ILORASERTIB
FABP1,DEXAMETHASONE
CD19,CD19+ CAR T Cells
KCNQ3,CHEMBL2107762
ABCC1,SCUTELLARIN
BRAF,KO-947
NOS1,PROPOFOL
KRAS,Sapanisertib
STAT3,Oxazole derivative 1
CHRM1,FLAVOXATE
IDO1,
FLT4,CHEMBL346631
IGHG1,DB07816
GRIN2B,risperidone
TRPV1,DB00168
GRIN2B,CHEMBL1255840
CDK18,CHEMBL445813
SCN5A,HEXYLCAINE
ADORA3,178102254
ALPPL2,5
PGR,TELAPRISTONE
,Clazosentan
RORC,135651392
KRT10,OPIOID
HRH1,4-(2-BENZYLPHENOXY)PIPERIDINE
IKBKB,DB12010
MAPK10,7-azaindole derivative 6
PDE5A,Rhucin
ATP1A1,ALMITRINE
,Carvedilol
ALK,2
SULT2A1,TGF
GABRR3,PRAZEPAM
PGM1,acetaldehyde
PDGFRB,178102339
ADRB1,CHEMBL1557
LHCGR,CHORIOGONADOTROPIN ALFA
ADRA1A,DB00246
BARD1,trastuzumab
CATSPER1,135651539
PIK3R2,BGJ398
SULT1A1,DB01812
GLCCI1,triamcinolone
TOP2A,ETOPOSIDE
DRD2,PD-143188
GABRA3,CHEMBL738
PDGFRB,IMATINIB
ANPEP,IP10 C8
ECT2L,anthracyclines and related substances
HSD17B10,HYMECROMONE
ATXN2,HONOKIOL
KDM4A,THIOMERSAL
ADA,DB07711
TUBA1C,CHEMBL1742994
CYP2C19,DIHYDROXIDINE
RBL1,HMBA
NDUFAF1,CHEMBL3545320
BGLAP,DB01022
IL2,ITRACONAZOLE
,XL147
VIP,FLUTAMIDE
CYP2C9,MIRTAZAPINE
CD70,SGN-CD70A
PIK3CA,GM-CSF
JAK1,Pyrrole six-membered heteroaryl ring derivative 1
CCR5,135652498
ADRB2,135651110
RECQL,FISETIN
P2RY1,135651465
CACNA1H,Flunarizine
MAPT,OXITRIPTAN
ADRA1A,CHEMBL1201535
,HORMONES
GRIN2D,178100990
GABRA5,DB01567
CXCR3,135651705
AKT1,AKT INHIBITOR VIII
CYP3A4,24-OXOCYCLOARTANOL
SLC6A4,DB00476
CYP2C19,FENOFIBRATE
SSTR1,135652040
AKT3,GSK690693
ESR1,DB03802
FGFR3,BGJ398
PRTN3,Combined PR1/WT1 vaccine
SELL,SMART ANTI-L-SELECTIN
GRM2,135650552
HRH1,DB01175
PPARG,MESALAMINE
GNAS,NSC-95397
HRH1,RP5063
SSTR2,OCTASTATIN
ADRB3,135650858
GALR2,178100731
POLK,RHEIN
HTR1F,135651331
CNR1,Cyano(dimethyl)methyl isoxazoles and [1
JAK2,Cycloalkyl nitrile pyrazolo pyridone derivative 1
NME1,DB14487
S100A9,DB14548
CHEK2,GEFITINIB
KIT,Pyridine derivative 21
APEX1,OXIDOPAMINE
GRM5,178103068
FLT4,249565855
ALDH1A1,GNF-PF-5183
BRCA1,ILEPCIMIDE
LCK,VX-680
TYK2,Bis-aminopyrimidine derivative 4
NOS2,DB03366
NPC1,BENZALDEHYDE O-4-METHOXYPHENYLCARBAMOYL OXIME
RYR2,135652675
CCR8,135652635
MAPK1,NAFTOPIDIL
AR,PYRAZOPHOS
CYP2D6,Desvenlafaxine
GRM4,178102848
TRPM8,DB11755
CYP2C9,hmg coa reductase inhibitors
,ISIS-SGLT2
,Felbinac
GJD2,135650269
PPARD,TPKI-24
SFTPA1,HYDROGEN PEROXIDE
CXCL8,bevacizumab
HRH1,135650593
TOP2A,GPX-100
OPRK1,2-PYRIDYLCARBOXALDEHYDE P-NITROBENZOYL HYDRAZONE
GRIN3A,CHEMBL1699
RORC,BENZETHONIUM CHLORIDE
CES1,mycophenolic acid
CYP3A5,hmg coa reductase inhibitors
FLT4,CHEMBL3545285
PLA2G1B,DB02659
ERBB2,Osimertinib
HBA2,CHEMBL18901
HDAC10,BELINOSTAT
SRD5A1,FINASTERIDE
GABRP,HALAZEPAM
KMO,Benzene sulfonamide derivative 6
BRD3,inhibitor
SELP,CHEMBL1215923
TNFRSF9,Urelumab
NOS3,DB08019
RPS6KA6,249565819
NDUFA3,CHEMBL3545135
CLEC12A,CLL1 CAR-T Cell
CD1D,DB04661
MC4R,135651261
MS4A1,CHEMBL1201836
PIK3CB,223366204
FXYD2,DB00606
BGLAP,EXEMESTANE
ABL1,CHEMBL1738757
CYP3A5,tadalafil
SCN1A,CHEMBL1200841
CYP3A4,L-162313
,PMID26666989-Compound-Figure9middle08
HTT,SJ000001592
SRC,DB04495
IL1B,THYROGLOBULIN
PDE4D,DB05298
DRD3,178103287
ALDH1A1,NITROBENZENE
GLRA2,135651326
HDAC3,PIVANEX
PTGS1,Antiinflammatory agents
ST14,DB03127
MAOA,DB04017
HBB,CID 94381
NR3C1,MIFEPRISTONE
ITGA2,clopidogrel
ADRA1A,CHEMBL1200323
ITGB3,CYPATE
APP,DB06782
SCN5A,CHEMBL3545169
NAT1,CHEMBL1628234
MAP2K1,SELUMETINIB
TLR9,IM0-8400
MAPK8,IMMUNOTOXIN
PKM,DNDI1417031
NGF,Fasinumab
IDH1,GNF-PF-2776
CHRM1,DB00805
CYP2D6,RISPERIDONE
MAPK9,PMID25991433-Compound-A7
FGFR2,354702260
,Peptide analog 21
P2RY12,135650051
NFE2L2,GNF-PF-4464
ROCK1,CHEMBL571948
MTOR,CHEMBL3544999
DYRK1A,PMID28766366-Compound-Scheme5
CASQ2,DB11093
CYP2C9,NSC-172033
AURKB,GSK1070916
ADRA2C,DEBRISOQUIN
PRL,ANTIDEPRESSANT
ABCB1,THC
GPR119,178102281
NPY1R,BMS-193885
RIPK2,178102664
VCP,DB04395
REN,REMIKIREN
CRAT,DB01992
NR1I2,135652716
KCNMA1,CHLOROTHIAZIDE
OPRK1,135651635
CACNA2D1,Diltiazem
UBA2,PEVONEDISTAT
GUCY2C,Plecanatide
CYP2C19,ELLIPTECINE
XDH,QUERCETIN
NFE2L2,DNDI1417400
AVPR1A,PMID25776143-Compound-7
CD33,CHEMBL1201506
PADI4,O-CL-AMIDINE
HDAC5,385612249
IFNGR1,INTERFERON GAMMA-1B
UGT1A8,risperidone
PALB2,Platinum Agent
EZH2,249565920
CYP1A2,METHYLDOPA
PIK3R5,SF1126
MAP4K2,GW441756X
GABRA2,CHEMBL70418
ANKK1,clozapine
BCAT2,DB00167
KRAS,XL147
HPGD,BROMOENOL LACTONE
PLG,MELAGATRAN
PIK3CA,BAY80-6946
ABCC2,antiepileptics
TEK,178101568
GABRQ,CHEMBL568
,Clomocycline
PDE2A,Triazolo-pyridine derivative 6
MET,SGX523
BAZ2B,ECONAZOLE NITRATE
CNR1,aripiprazole
TPSB2,DB02018
PTGS2,MEFENAMIC ACID
PIK3CG,GLUCAGON
GRIN2B,DB08954
SCN1A,CHEMBL315985
,Biaryl mannoside derivative 15
GABRA1,DB01553
GRM4,135650421
FAAH,Carbamide derivative 1
ESRRA,DB07776
HMGCR,DB05317
IGHG2,DB08510
CXCL12,NOX-A12
BLM,NOREPINEPHRINE
NFE2L2,GNF-PF-4659
FHIT,interferon beta-1a
PSMB11,CHEMBL325041
TUBA3E,CHEMBL1742994
,HTI-101
,PMID26651364-Compound-9c
FDPS,135650698
COMT,Ergot alkaloids
CCR5,CHEMBL3545032
CYP3A4,E324
HDAC4,187051799
FLT3,midostaurin
,PD-157695
AHR,348353645
CHRNA4,178100812
CTSB,BORTEZOMIB
ACHE,DB04892
BAZ2B,GNF-PF-4283
GRM1,178102953
PYGM,DB08500
MAPK1,DB06641
YES1,PAZOPANIB
MET,DB06314
MB,DB03399
CHRM2,135651266
ALDH1A1,DNDI1417943
TYK2,Bis-aminopyrimidine derivative 2
HDAC6,PMID29671355-Compound-31
RORC,MELPHALAN
NOX5,363894225
IDO1,
CHRM1,252166805
,AZD2014
CA1,ACETAZOLAMIDE
GRIA3,PHENOBARBITAL
MERTK,249565636
CYP3A4,LINOPIRDINE
CYP3A4,APIOL
HSP90AA1,SANSALVAMIDE A-AMIDE
SMAD3,ELLAGIC ACID
TSPO,Tricyclic indole compound 5
GGPS1,135649733
PIK3CG,CHEMBL3545385
F5,Tamoxifen
LIAS,DB00166
SMN1,CID 650707
EGFR,MLN-8054
TUBA1C,DB03010
ADRA2B,135650025
CYP2D6,METHOTREXATE
MALAT1,Ivabradine
MET,Savolitinib
MARCKSL1,STAUROSPORINE
FGFR3,CHEMBL3545421
TNF,Tumor necrosis factor alpha (TNF-alpha) inhibitors
KRAS,Metformin
AR,TRIPARANOL
EDNRA,PF-1228305
HTR1A,135650903
STK17A,PD-0166285
IL2RA,HORMONES
HTT,DNDI1417601
PDGFRB,MOTESANIB
ABCC8,Acetohexamide
PTGS2,336446937
RET,TYROSINE KINASE INHIBITOR
CD19,Duvortuxizumab
GRM2,135650556
POLH,DNDI1417523
OPRK1,DNDI1318925
POLK,2'
BAX,PROTEIN PHOSPHATASE INHIBITOR
GAA,CHEMBL460785
GNRHR,135651965
CPE,DB00071
GABRG2,DB01381
CCR10,135651681
WT1,ACTIVIN
IL2RG,DB00041
NOS3,DB07001
GRIN2D,CHEMBL1207366
BRSK1,ILORASERTIB
ABCB1,desipramine
MET,FF-284
SERPINE1,DIAPLASININ
YES1,GSK-466314A
EPHA2,CAR-T cells targeting EphA2
WRN,NSC-228155
MAPK14,VX-702
FABP6,DB04348
NFE2L2,BROMETHALIN
BAZ2B,OXOPURPUREINE
MAPK1,ETOPOSIDE
AK4,tenofovir
SRC,CHEMBL571546
CASP7,isatin sulfonamide 34
EHMT2,INDIRUBIN-3-MONOXIME
CYP2D6,TICLOPIDINE
BCAT1,DB00142
POLH,QUERCETIN
AR,3
VKORC1L1,WARFARIN
TP53,AZD7762
,DB01265
PTGS2,DIFLUNISAL
CHRM3,CHEMBL3039518
HPGDS,HF-0220
CYP2C9,TYRPHOSTIN AG 879
CFTR,tezacaftor
NR3C1,DB01395
MAOB,DB01626
AR,ASTEMIZOLE
TSPO,FLUNITRAZEPAM
GMNN,PYRITHIONE ZINC
AHR,DIBENZ[A
CA9,Sulfonamide derivative 12
SLC6A4,bupropion
ERBB3,Pertuzumab
ACHE,8-AZAGUANINE
PIM1,DB08709
MAPT,POMIFERIN
KCNQ2,223366002
MMP1,GM6001
ALDH1A1,H89
KCNH2,IDARUBICIN
PTPN12,SUNITINIB
SMO,LDE225
ITK,RG-1530
AKT1,CI-1033
AGTR1,CHEMBL1069
BRCA2,BGB-290
KCNMA1,135652058
CHRM3,ATROPINE
,Radiprodil
FGFR1,DOVITINIB
KDM4A,3
HTR2C,Puerarin
PIK3CD,CHEMBL3544966
OPRK1,NALTREXONE
CACNG2,CHEMBL940
ADRA2B,LOFEXIDINE
CNR1,olanzapine
ERBB2,antagonist
MET,DACTOLISIB
IDO1,
HRH1,135650388
ADRB3,DB01064
PSMD12,BORTEZOMIB
ESR1,BAZEDOXIFENE
RPS6KA5,US9365572
EGFR,Osimertinib
PSCA,Anti-PSCA mab
CDK8,CHEMBL488436
CYP2D6,LEUPROLIDE
MAOB,DB00909
PDE9A,DB03597
HTR2A,DB12163
NTRK1,N-arylmethyl-N-phenyl cyclic urea derivative 2
MAPK14,DB08521
SSTR4,135650501
HLA-C,methazolamide
POLH,TANSHINONE IIA
NQO1,BioE-743
GPR35,2
CYP3A4,atazanavir
GHSR,178102493
CPN1,DB14548
LHCGR,Lutropin alfa
PIK3CA,CCT128930
GGH,THIOGUANINE
KDR,ITRACONAZOLE
XPO1,GONIOTHALAMIN
TUBB2A,CURCUMIN
PIK3C2B,PF-4691502
POLB,EUPAFOLIN
CASP7,ROEMERINE
SYK,249565826
LEP,CLOZAPINE
TYRO3,US10053465
CYP2C9,NILUTAMIDE
PIK3CB,310264754
PIK3CG,ANTIANDROGENS
HRH1,135650903
AGT,CYT006-ANGQB
CALCB,DB14040
CA1,CHEMBL19
NTRK1,Ureido-phenyl-substituted triazine derivative 1
PIK3C2B,PX-866
PPARG,CHEMBL519504
HPGDS,DB07614
EGFR,N/A
SUCNR1,387065601
FAAH,Aryl urea derivative 5
LDHA,DB00157
