Drug_name,Pathway_name,smpdb-id,category
Maleic Acid,Tyrosinemia Type I,SMP0000218,disease
Maleic Acid,Mitochondrial Electron Transport Chain,SMP0000355,metabolic
Maleic Acid,Hyperprolinemia Type II,SMP0000360,disease
Maleic Acid,Hyperprolinemia Type I,SMP0000361,disease
Maleic Acid,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Maleic Acid,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Maleic Acid,Tyrosinemia Type 3 (TYRO3),SMP0000370,disease
Maleic Acid,Mercaptopurine Action Pathway,SMP0000428,drug_action
Maleic Acid,Disulfiram Action Pathway,SMP0000429,drug_action
Maleic Acid,L-Arginine:Glycine Amidinotransferase Deficiency,SMP0000507,disease
Maleic Acid,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Dihydroxyacetone phosphate,Glycolysis,SMP0000040,metabolic
Dihydroxyacetone phosphate,Fructose and Mannose Degradation,SMP0000064,metabolic
Dihydroxyacetone phosphate,Glycerol Phosphate Shuttle,SMP0000124,metabolic
Dihydroxyacetone phosphate,Glycerol Kinase Deficiency,SMP0000187,disease
Dihydroxyacetone phosphate,Glucose-6-phosphate Dehydrogenase Deficiency,SMP0000518,disease
Dihydroxyacetone phosphate,Glycogenosis, Type VII. Tarui Disease,SMP0000531,disease
Dihydroxyacetone phosphate,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),SMP0000560,disease
Dihydroxyacetone phosphate,Glycogenosis, Type IB,SMP0000573,disease
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:0/16:0),SMP0015901,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:0),SMP0015910,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:0),SMP0015911,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:1(9Z)),SMP0015912,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z)),SMP0015915,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:0),SMP0015916,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z)),SMP0015918,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:1(9Z)),SMP0015922,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:2(9Z,12Z)),SMP0015924,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:1(9Z)/20:0),SMP0015926,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z)),SMP0015935,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/18:0),SMP0015938,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/20:0),SMP0015939,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:1(11Z)),SMP0015949,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/18:2(9Z,12Z)),SMP0015950,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015951,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/20:1(11Z)/20:1(11Z)),SMP0015952,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015957,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:0/20:1(11Z)),SMP0015960,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:1(11Z)),SMP0015962,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015963,metabolic
Dihydroxyacetone phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:0),SMP0015971,metabolic
Inosine,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Inosine,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Inosine,Xanthinuria Type I,SMP0000512,disease
Inosine,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Inosine,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Inosine,Purine Metabolism,SMP0000050,metabolic
Inosine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Inosine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Inosine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Inosine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Inosine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Inosine,Adenosine Deaminase Deficiency,SMP0000144,disease
Inosine,AICA-Ribosiduria,SMP0000168,disease
Inosine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Inosine,Azathioprine Action Pathway,SMP0000427,drug_action
Inosine,Thioguanine Action Pathway,SMP0000430,drug_action
Inosine,Xanthinuria Type II,SMP0000513,disease
Glyoxylic acid,Glycine and Serine Metabolism,SMP0000004,metabolic
Glyoxylic acid,Non-Ketotic Hyperglycinemia,SMP0000223,disease
Glyoxylic acid,Sarcosinemia,SMP0000244,disease
Glyoxylic acid,Lactic Acidemia,SMP0000313,disease
Glyoxylic acid,Primary Hyperoxaluria Type I,SMP0000352,disease
Glyoxylic acid,Alanine Metabolism,SMP0000055,metabolic
Glyoxylic acid,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
Glyoxylic acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
Glyoxylic acid,Pyruvate Carboxylase Deficiency,SMP0000350,disease
Glyoxylic acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
Glyoxylic acid,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
Glyoxylic acid,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
Taurocholic acid,Zellweger Syndrome,SMP0000316,disease
Taurocholic acid,Congenital Bile Acid Synthesis Defect Type II,SMP0000314,disease
Taurocholic acid,27-Hydroxylase Deficiency,SMP0000720,disease
Taurocholic acid,Bile Acid Biosynthesis,SMP0000035,metabolic
Taurocholic acid,Cerebrotendinous Xanthomatosis (CTX),SMP0000315,disease
Taurocholic acid,Familial Hypercholanemia (FHCA),SMP0000317,disease
Taurocholic acid,Congenital Bile Acid Synthesis Defect Type III,SMP0000318,disease
4-Carboxy-4-Aminobutanal,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),SMP0000362,disease
4-Carboxy-4-Aminobutanal,Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency,SMP0000504,disease
4-Carboxy-4-Aminobutanal,Hyperornithinemia with Gyrate Atrophy (HOGA),SMP0000505,disease
4-Carboxy-4-Aminobutanal,Prolidase Deficiency (PD),SMP0000207,disease
4-Carboxy-4-Aminobutanal,Prolinemia Type II,SMP0000208,disease
4-Carboxy-4-Aminobutanal,Ornithine Aminotransferase Deficiency (OAT Deficiency),SMP0000363,disease
4-Carboxy-4-Aminobutanal,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],SMP0000506,disease
4-Carboxy-4-Aminobutanal,Arginine and Proline Metabolism,SMP0000020,metabolic
4-Carboxy-4-Aminobutanal,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
4-Carboxy-4-Aminobutanal,Hyperprolinemia Type II,SMP0000360,disease
4-Carboxy-4-Aminobutanal,Hyperprolinemia Type I,SMP0000361,disease
4-Carboxy-4-Aminobutanal,L-Arginine:Glycine Amidinotransferase Deficiency,SMP0000507,disease
Betaine aldehyde,Betaine Metabolism,SMP0000123,metabolic
Betaine aldehyde,Sarcosine Oncometabolite Pathway,SMP0002313,disease
2'-Deoxyguanosine-5'-Monophosphate,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
2'-Deoxyguanosine-5'-Monophosphate,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
2'-Deoxyguanosine-5'-Monophosphate,Xanthinuria Type I,SMP0000512,disease
2'-Deoxyguanosine-5'-Monophosphate,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
2'-Deoxyguanosine-5'-Monophosphate,Myoadenylate Deaminase Deficiency,SMP0000537,disease
2'-Deoxyguanosine-5'-Monophosphate,Purine Metabolism,SMP0000050,metabolic
2'-Deoxyguanosine-5'-Monophosphate,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
2'-Deoxyguanosine-5'-Monophosphate,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
2'-Deoxyguanosine-5'-Monophosphate,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
2'-Deoxyguanosine-5'-Monophosphate,Mercaptopurine Action Pathway,SMP0000428,drug_action
2'-Deoxyguanosine-5'-Monophosphate,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
2'-Deoxyguanosine-5'-Monophosphate,Adenosine Deaminase Deficiency,SMP0000144,disease
2'-Deoxyguanosine-5'-Monophosphate,AICA-Ribosiduria,SMP0000168,disease
2'-Deoxyguanosine-5'-Monophosphate,Molybdenum Cofactor Deficiency,SMP0000203,disease
2'-Deoxyguanosine-5'-Monophosphate,Azathioprine Action Pathway,SMP0000427,drug_action
2'-Deoxyguanosine-5'-Monophosphate,Thioguanine Action Pathway,SMP0000430,drug_action
2'-Deoxyguanosine-5'-Monophosphate,Xanthinuria Type II,SMP0000513,disease
Coproporphyrinogen III,Porphyrin Metabolism,SMP0000024,metabolic
Coproporphyrinogen III,Acute Intermittent Porphyria,SMP0000344,disease
Coproporphyrinogen III,Porphyria Variegata (PV),SMP0000346,disease
Coproporphyrinogen III,Hereditary Coproporphyria (HCP),SMP0000342,disease
Coproporphyrinogen III,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,SMP0000345,disease
Lactose,Congenital Disorder of Glycosylation CDG-IId,SMP0000579,disease
Lactose,Galactosemia,SMP0000182,disease
Lactose,GLUT-1 Deficiency Syndrome,SMP0000580,disease
Lactose,Galactose Metabolism,SMP0000043,metabolic
Lactose,Lactose Synthesis,SMP0000444,metabolic
Lactose,Lactose Degradation,SMP0000457,metabolic
Lactose,Lactose Intolerance,SMP0000458,disease
Thymidine,Pyrimidine Metabolism,SMP0000046,metabolic
Thymidine,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Thymidine,beta-Ureidopropionase Deficiency,SMP0000172,disease
Thymidine,Dihydropyrimidinase Deficiency,SMP0000178,disease
Thymidine,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
Caprylic acid,Fatty Acid Biosynthesis,SMP0000456,metabolic
Dexfosfoserine,Glycine and Serine Metabolism,SMP0000004,metabolic
Dexfosfoserine,Non-Ketotic Hyperglycinemia,SMP0000223,disease
Dexfosfoserine,Sarcosinemia,SMP0000244,disease
Dexfosfoserine,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
Dexfosfoserine,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
Dexfosfoserine,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
Dexfosfoserine,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
Dexfosfoserine,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
Malonyl-CoA,Malonic Aciduria,SMP0000198,disease
Malonyl-CoA,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,SMP0000201,disease
Malonyl-CoA,Malonyl-CoA Decarboxylase Deficiency,SMP0000502,disease
Malonyl-CoA,Pyruvate Kinase Deficiency,SMP0000559,disease
Malonyl-CoA,Propanoate Metabolism,SMP0000016,metabolic
Malonyl-CoA,Pyruvate Metabolism,SMP0000060,metabolic
Malonyl-CoA,Leigh Syndrome,SMP0000196,disease
Malonyl-CoA,Pyruvate Dehydrogenase Complex Deficiency,SMP0000212,disease
Malonyl-CoA,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMP0000334,disease
Malonyl-CoA,Fatty Acid Biosynthesis,SMP0000456,metabolic
Malonyl-CoA,Primary Hyperoxaluria II, PH2,SMP0000558,disease
Cholesterol,Lovastatin Action Pathway,SMP0000099,drug_action
Cholesterol,Cerivastatin Action Pathway,SMP0000111,drug_action
Cholesterol,Hypercholesterolemia,SMP0000209,disease
Cholesterol,Zellweger Syndrome,SMP0000316,disease
Cholesterol,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,SMP0000372,disease
Cholesterol,Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2),SMP0000388,disease
Cholesterol,Smith-Lemli-Opitz Syndrome (SLOS),SMP0000389,disease
Cholesterol,Mevalonic Aciduria,SMP0000510,disease
Cholesterol,Corticosterone Methyl Oxidase I Deficiency (CMO I),SMP0000577,disease
Cholesterol,3-beta-Hydroxysteroid Dehydrogenase Deficiency,SMP0000718,disease
Cholesterol,Simvastatin Action Pathway,SMP0000082,drug_action
Cholesterol,Pravastatin Action Pathway,SMP0000089,drug_action
Cholesterol,Rosuvastatin Action Pathway,SMP0000092,drug_action
Cholesterol,Zoledronate Action Pathway,SMP0000107,drug_action
Cholesterol,Pamidronate Action Pathway,SMP0000117,drug_action
Cholesterol,Fluvastatin Action Pathway,SMP0000119,drug_action
Cholesterol,Congenital Bile Acid Synthesis Defect Type II,SMP0000314,disease
Cholesterol,Lysosomal Acid Lipase Deficiency (Wolman Disease),SMP0000319,disease
Cholesterol,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,SMP0000371,disease
Cholesterol,Cholesteryl Ester Storage Disease,SMP0000508,disease
Cholesterol,11-beta-Hydroxylase Deficiency (CYP11B1),SMP0000575,disease
Cholesterol,Apparent Mineralocorticoid Excess Syndrome,SMP0000717,disease
Cholesterol,27-Hydroxylase Deficiency,SMP0000720,disease
Cholesterol,Steroid Biosynthesis,SMP0000023,metabolic
Cholesterol,Bile Acid Biosynthesis,SMP0000035,metabolic
Cholesterol,Ibandronate Action Pathway,SMP0000079,drug_action
Cholesterol,Alendronate Action Pathway,SMP0000095,drug_action
Cholesterol,Risedronate Action Pathway,SMP0000112,drug_action
Cholesterol,Steroidogenesis,SMP0000130,metabolic
Cholesterol,Atorvastatin Action Pathway,SMP0000131,drug_action
2-Oxobutanoic Acid,Glycine and Serine Metabolism,SMP0000004,metabolic
2-Oxobutanoic Acid,Propanoate Metabolism,SMP0000016,metabolic
2-Oxobutanoic Acid,Selenoamino Acid Metabolism,SMP0000029,metabolic
2-Oxobutanoic Acid,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
2-Oxobutanoic Acid,Methionine Metabolism,SMP0000033,metabolic
2-Oxobutanoic Acid,Malonic Aciduria,SMP0000198,disease
2-Oxobutanoic Acid,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
2-Oxobutanoic Acid,Non-Ketotic Hyperglycinemia,SMP0000223,disease
2-Oxobutanoic Acid,Sarcosinemia,SMP0000244,disease
2-Oxobutanoic Acid,Homocystinuria, Cystathionine beta-Synthase Deficiency,SMP0000515,disease
2-Oxobutanoic Acid,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
2-Oxobutanoic Acid,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,SMP0000201,disease
2-Oxobutanoic Acid,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
2-Oxobutanoic Acid,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
2-Oxobutanoic Acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
2-Oxobutanoic Acid,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
2-Oxobutanoic Acid,Hypermethioninemia,SMP0000341,disease
2-Oxobutanoic Acid,Threonine and 2-Oxobutanoate Degradation,SMP0000452,metabolic
2-Oxobutanoic Acid,Homocysteine Degradation,SMP0000455,metabolic
2-Oxobutanoic Acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
2-Oxobutanoic Acid,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
2-Oxobutanoic Acid,Malonyl-CoA Decarboxylase Deficiency,SMP0000502,disease
2-Oxobutanoic Acid,gamma-Cystathionase Deficiency (CTH),SMP0000514,disease
2-Oxobutanoic Acid,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
2-Oxobutanoic Acid,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
Arachidonic Acid,Piroxicam Action Pathway,SMP0000077,drug_action
Arachidonic Acid,Rofecoxib Action Pathway,SMP0000087,drug_action
Arachidonic Acid,Diclofenac Action Pathway,SMP0000093,drug_action
Arachidonic Acid,Sulindac Action Pathway,SMP0000094,drug_action
Arachidonic Acid,Nabumetone Action Pathway,SMP0000114,drug_action
Arachidonic Acid,Valdecoxib Action Pathway,SMP0000116,drug_action
Arachidonic Acid,Antipyrine Action Pathway,SMP0000692,drug_action
Arachidonic Acid,Flurbiprofen Action Pathway,SMP0000697,drug_action
Arachidonic Acid,Nepafenac Action Pathway,SMP0000702,drug_action
Arachidonic Acid,Etodolac Action Pathway,SMP0000084,drug_action
Arachidonic Acid,Ketoprofen Action Pathway,SMP0000085,drug_action
Arachidonic Acid,Ibuprofen Action Pathway,SMP0000086,drug_action
Arachidonic Acid,Celecoxib Action Pathway,SMP0000096,drug_action
Arachidonic Acid,Suprofen Action Pathway,SMP0000101,drug_action
Arachidonic Acid,Indomethacin Action Pathway,SMP0000104,drug_action
Arachidonic Acid,Diflunisal Action Pathway,SMP0000289,drug_action
Arachidonic Acid,Leukotriene C4 Synthesis Deficiency,SMP0000353,disease
Arachidonic Acid,Antrafenine Action Pathway,SMP0000693,drug_action
Arachidonic Acid,Fenoprofen Action Pathway,SMP0000696,drug_action
Arachidonic Acid,Magnesium Salicylate Action Pathway,SMP0000698,drug_action
Arachidonic Acid,Lornoxicam Action Pathway,SMP0000700,drug_action
Arachidonic Acid,Trisalicylate-Choline Action Pathway,SMP0000703,drug_action
Arachidonic Acid,Tolmetin Action Pathway,SMP0000704,drug_action
Arachidonic Acid,Tiaprofenic Acid Action Pathway,SMP0000705,drug_action
Arachidonic Acid,Tenoxicam Action Pathway,SMP0000706,drug_action
Arachidonic Acid,Salicylic Acid Action Pathway,SMP0000709,drug_action
Arachidonic Acid,Alpha Linolenic Acid and Linoleic Acid Metabolism,SMP0000018,metabolic
Arachidonic Acid,Arachidonic Acid Metabolism,SMP0000075,metabolic
Arachidonic Acid,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Arachidonic Acid,Ketorolac Action Pathway,SMP0000098,drug_action
Gluconolactone,Transaldolase Deficiency,SMP0000520,disease
Gluconolactone,Glucose-6-phosphate Dehydrogenase Deficiency,SMP0000518,disease
Gluconolactone,Pentose Phosphate Pathway,SMP0000031,metabolic
Gluconolactone,Ribose-5-phosphate Isomerase Deficiency,SMP0000519,disease
Estriol,Estrone Metabolism,SMP0030880,metabolic
Estrone sulfate,Sulfite Oxidase Deficiency,SMP0000532,disease
Estrone sulfate,Estrone Metabolism,SMP0030880,metabolic
Estrone sulfate,Sulfate/Sulfite Metabolism,SMP0000041,metabolic
Estrone sulfate,17-beta Hydroxysteroid Dehydrogenase III Deficiency,SMP0000356,disease
Estrone sulfate,Androgen and Estrogen Metabolism,SMP0000068,metabolic
Estrone sulfate,Aromatase Deficiency,SMP0000565,disease
Corticosterone,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,SMP0000371,disease
Corticosterone,11-beta-Hydroxylase Deficiency (CYP11B1),SMP0000575,disease
Corticosterone,Apparent Mineralocorticoid Excess Syndrome,SMP0000717,disease
Corticosterone,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,SMP0000372,disease
Corticosterone,Corticosterone Methyl Oxidase I Deficiency (CMO I),SMP0000577,disease
Corticosterone,3-beta-Hydroxysteroid Dehydrogenase Deficiency,SMP0000718,disease
Corticosterone,Steroidogenesis,SMP0000130,metabolic
Corticosterone,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,SMP0000373,disease
Corticosterone,17-alpha-Hydroxylase Deficiency (CYP17),SMP0000566,disease
Corticosterone,21-Hydroxylase Deficiency (CYP21),SMP0000576,disease
Corticosterone,Corticosterone Methyl Oxidase II Deficiency (CMO II),SMP0000578,disease
S-Methyl glutathione,gamma-Glutamyltranspeptidase Deficiency,SMP0000501,disease
S-Methyl glutathione,gamma-Glutamyltransferase Deficiency,SMP0000183,disease
S-Methyl glutathione,5-Oxoprolinase Deficiency,SMP0000500,disease
S-Methyl glutathione,Glutathione Metabolism,SMP0000015,metabolic
S-Methyl glutathione,5-Oxoprolinuria,SMP0000143,disease
S-Methyl glutathione,Glutathione Synthetase Deficiency,SMP0000337,disease
20-hydroxycholesterol,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,SMP0000371,disease
20-hydroxycholesterol,11-beta-Hydroxylase Deficiency (CYP11B1),SMP0000575,disease
20-hydroxycholesterol,Apparent Mineralocorticoid Excess Syndrome,SMP0000717,disease
20-hydroxycholesterol,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,SMP0000372,disease
20-hydroxycholesterol,Corticosterone Methyl Oxidase I Deficiency (CMO I),SMP0000577,disease
20-hydroxycholesterol,3-beta-Hydroxysteroid Dehydrogenase Deficiency,SMP0000718,disease
20-hydroxycholesterol,Steroidogenesis,SMP0000130,metabolic
20-hydroxycholesterol,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,SMP0000373,disease
20-hydroxycholesterol,17-alpha-Hydroxylase Deficiency (CYP17),SMP0000566,disease
20-hydroxycholesterol,21-Hydroxylase Deficiency (CYP21),SMP0000576,disease
20-hydroxycholesterol,Corticosterone Methyl Oxidase II Deficiency (CMO II),SMP0000578,disease
ISOPENTENYL PYROPHOSPHATE,Lovastatin Action Pathway,SMP0000099,drug_action
ISOPENTENYL PYROPHOSPHATE,Cerivastatin Action Pathway,SMP0000111,drug_action
ISOPENTENYL PYROPHOSPHATE,Hypercholesterolemia,SMP0000209,disease
ISOPENTENYL PYROPHOSPHATE,Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2),SMP0000388,disease
ISOPENTENYL PYROPHOSPHATE,Smith-Lemli-Opitz Syndrome (SLOS),SMP0000389,disease
ISOPENTENYL PYROPHOSPHATE,Mevalonic Aciduria,SMP0000510,disease
ISOPENTENYL PYROPHOSPHATE,Simvastatin Action Pathway,SMP0000082,drug_action
ISOPENTENYL PYROPHOSPHATE,Pravastatin Action Pathway,SMP0000089,drug_action
